datetime,EnergyConsumption,Temperature,Humidity,hour,day_of_week,month,day_of_year,week_of_year,is_weekend
2022-04-19 22:00:00,662.9696143126938,18.58,62.0675,22,1,4,109,16,0
2022-04-19 23:00:00,630.8877922276833,18.1625,58.4275,23,1,4,109,16,0
2022-04-20 00:00:00,592.0565358603852,17.605,57.2,0,2,4,110,16,0
2022-04-20 01:00:00,560.2855079235051,16.8825,60.087500000000006,1,2,4,110,16,0
2022-04-20 02:00:00,527.4803469100028,17.46,60.599999999999994,2,2,4,110,16,0
2022-04-20 03:00:00,500.6397606262283,17.9425,61.387499999999996,3,2,4,110,16,0
2022-04-20 04:00:00,478.67928093950366,18.285,61.02,4,2,4,110,16,0
2022-04-20 05:00:00,461.29977537973446,19.564999999999998,64.4825,5,2,4,110,16,0
2022-04-20 06:00:00,452.5467782148607,21.065,60.307500000000005,6,2,4,110,16,0
2022-04-20 07:00:00,448.3511029860565,22.0,62.295,7,2,4,110,16,0
2022-04-20 08:00:00,441.95240989276056,24.48,55.935,8,2,4,110,16,0
2022-04-20 09:00:00,439.6829834497928,25.275,58.09,9,2,4,110,16,0
2022-04-20 10:00:00,455.10077950796745,26.4575,60.375,10,2,4,110,16,0
2022-04-20 11:00:00,467.71533991920126,28.080000000000002,57.715,11,2,4,110,16,0
2022-04-20 12:00:00,468.8773728736306,28.365,58.2,12,2,4,110,16,0
2022-04-20 13:00:00,469.82812710907274,28.6925,57.3775,13,2,4,110,16,0
2022-04-20 14:00:00,466.4006438905406,28.58,54.7,14,2,4,110,16,0
2022-04-20 15:00:00,472.8689513469902,28.955,51.745000000000005,15,2,4,110,16,0
2022-04-20 16:00:00,478.1612029022671,27.015,59.05,16,2,4,110,16,0
2022-04-20 17:00:00,486.971366320317,25.972500000000004,60.5275,17,2,4,110,16,0
2022-04-20 18:00:00,520.053260339235,25.2925,57.3875,18,2,4,110,16,0
2022-04-20 19:00:00,560.8218080831097,22.595,68.1175,19,2,4,110,16,0
2022-04-20 20:00:00,627.7070784835705,20.915,65.035,20,2,4,110,16,0
2022-04-20 21:00:00,682.4313906294022,19.8,60.4225,21,2,4,110,16,0
2022-04-20 22:00:00,686.0037275380929,18.7825,59.9425,22,2,4,110,16,0
2022-04-20 23:00:00,650.9266314981205,18.395,63.3225,23,2,4,110,16,0
2022-04-21 00:00:00,608.3521923318035,16.88,67.785,0,3,4,111,16,0
2022-04-21 01:00:00,570.7009794674785,17.165,59.665,1,3,4,111,16,0
2022-04-21 02:00:00,542.713022488551,16.285,67.46000000000001,2,3,4,111,16,0
2022-04-21 03:00:00,517.5146998429781,17.4575,64.225,3,3,4,111,16,0
2022-04-21 04:00:00,496.8978904056911,17.3925,67.5975,4,3,4,111,16,0
2022-04-21 05:00:00,480.0295917751836,19.285,63.8,5,3,4,111,16,0
2022-04-21 06:00:00,483.63687867535265,21.427500000000002,60.11,6,3,4,111,16,0
2022-04-21 07:00:00,486.5882952300364,22.285,60.800000000000004,7,3,4,111,16,0
2022-04-21 08:00:00,479.3291566246512,23.197499999999998,61.457499999999996,8,3,4,111,16,0
2022-04-21 09:00:00,473.38986140206333,25.665,57.947500000000005,9,3,4,111,16,0
2022-04-21 10:00:00,479.27478412141534,26.44,55.2175,10,3,4,111,16,0
2022-04-21 11:00:00,485.6977404625096,28.115,60.2225,11,3,4,111,16,0
2022-04-21 12:00:00,490.95288655976856,28.725,58.0175,12,3,4,111,16,0
2022-04-21 13:00:00,495.252551548435,29.28,55.7825,13,3,4,111,16,0
2022-04-21 14:00:00,502.9360718820004,29.335,56.324999999999996,14,3,4,111,16,0
2022-04-21 15:00:00,511.2849265640833,28.9775,56.2575,15,3,4,111,16,0
2022-04-21 16:00:00,520.3504526496839,27.335,59.550000000000004,16,3,4,111,16,0
2022-04-21 17:00:00,527.7677012651752,26.6625,58.2125,17,3,4,111,16,0
2022-04-21 18:00:00,563.9290970104582,25.415,53.2825,18,3,4,111,16,0
2022-04-21 19:00:00,625.4446999704976,23.310000000000002,59.74,19,3,4,111,16,0
2022-04-21 20:00:00,675.7756478468934,21.685,57.505,20,3,4,111,16,0
2022-04-21 21:00:00,708.5052731083321,20.71,59.4775,21,3,4,111,16,0
2022-04-21 22:00:00,701.9668419292308,19.5375,60.1325,22,3,4,111,16,0
2022-04-21 23:00:00,658.4650377400059,17.4325,64.775,23,3,4,111,16,0
2022-04-22 00:00:00,618.5251742603602,18.145000000000003,58.377500000000005,0,4,4,112,16,0
2022-04-22 01:00:00,573.7110583077183,16.9125,66.8775,1,4,4,112,16,0
2022-04-22 02:00:00,549.1810092703068,17.5175,56.692499999999995,2,4,4,112,16,0
2022-04-22 03:00:00,524.0495858796585,18.625,55.97,3,4,4,112,16,0
2022-04-22 04:00:00,503.48751219640064,19.2925,58.0425,4,4,4,112,16,0
2022-04-22 05:00:00,486.6639973646443,20.745,59.9675,5,4,4,112,16,0
2022-04-22 06:00:00,476.75593712729597,20.6725,64.6925,6,4,4,112,16,0
2022-04-22 07:00:00,470.786816298074,21.775,64.05499999999999,7,4,4,112,16,0
2022-04-22 08:00:00,465.90299016507413,24.6175,54.82,8,4,4,112,16,0
2022-04-22 09:00:00,465.3772622193916,26.009999999999998,55.845,9,4,4,112,16,0
2022-04-22 10:00:00,469.78405099809174,27.1125,59.212500000000006,10,4,4,112,16,0
2022-04-22 11:00:00,473.3896054533919,28.1475,55.655,11,4,4,112,16,0
2022-04-22 12:00:00,480.6024968566016,28.805,60.08,12,4,4,112,16,0
2022-04-22 13:00:00,492.1289016589931,29.585,55.325,13,4,4,112,16,0
2022-04-22 14:00:00,501.55959649731346,27.9875,60.902499999999996,14,4,4,112,16,0
2022-04-22 15:00:00,509.27561954684825,28.5425,57.2225,15,4,4,112,16,0
2022-04-22 16:00:00,529.2301830459836,27.9175,59.0625,16,4,4,112,16,0
2022-04-22 17:00:00,550.2619487094762,26.9525,55.4275,17,4,4,112,16,0
2022-04-22 18:00:00,575.9291442349805,25.445,55.795,18,4,4,112,16,0
2022-04-22 19:00:00,628.4549323140292,23.2075,62.3425,19,4,4,112,16,0
2022-04-22 20:00:00,676.5527350001821,21.9775,61.3725,20,4,4,112,16,0
2022-04-22 21:00:00,715.9054826524891,21.0675,57.855000000000004,21,4,4,112,16,0
2022-04-22 22:00:00,681.3464692308205,19.2,65.39500000000001,22,4,4,112,16,0
2022-04-22 23:00:00,627.5264670334578,18.5225,60.2525,23,4,4,112,16,0
2022-04-23 00:00:00,576.1446522422602,17.5425,61.769999999999996,0,5,4,113,16,1
2022-04-23 01:00:00,534.1049855949167,16.8175,66.83250000000001,1,5,4,113,16,1
2022-04-23 02:00:00,498.03838075886284,16.695,65.975,2,5,4,113,16,1
2022-04-23 03:00:00,470.25490179162813,17.29,63.58,3,5,4,113,16,1
2022-04-23 04:00:00,460.0847610609061,18.9825,63.379999999999995,4,5,4,113,16,1
2022-04-23 05:00:00,451.76373682667895,20.549999999999997,55.0225,5,5,4,113,16,1
2022-04-23 06:00:00,444.95562608958403,21.705,60.8825,6,5,4,113,16,1
2022-04-23 07:00:00,448.7741674942601,23.395,56.5475,7,5,4,113,16,1
2022-04-23 08:00:00,454.0178718029907,24.49,58.975,8,5,4,113,16,1
2022-04-23 09:00:00,459.1213255491128,25.255000000000003,59.2825,9,5,4,113,16,1
2022-04-23 10:00:00,524.6061223556422,27.1425,59.5075,10,5,4,113,16,1
2022-04-23 11:00:00,585.5222663951547,28.055,55.78,11,5,4,113,16,1
2022-04-23 12:00:00,660.7141467377191,29.1275,57.114999999999995,12,5,4,113,16,1
2022-04-23 13:00:00,722.2347761089082,29.525,57.379999999999995,13,5,4,113,16,1
2022-04-23 14:00:00,770.9895666158493,29.0925,58.8825,14,5,4,113,16,1
2022-04-23 15:00:00,809.0531404169388,28.6175,58.2775,15,5,4,113,16,1
2022-04-23 16:00:00,822.1920487671393,27.77,62.1225,16,5,4,113,16,1
2022-04-23 17:00:00,792.2950616890317,27.032500000000002,58.795,17,5,4,113,16,1
2022-04-23 18:00:00,767.8338904433074,25.5625,57.3875,18,5,4,113,16,1
2022-04-23 19:00:00,777.6436050008178,23.26,58.46,19,5,4,113,16,1
2022-04-23 20:00:00,787.9242995329283,21.775,60.81,20,5,4,113,16,1
2022-04-23 21:00:00,796.3357768773824,21.14,60.6975,21,5,4,113,16,1
2022-04-23 22:00:00,777.5854470553315,19.37,62.72,22,5,4,113,16,1
2022-04-23 23:00:00,723.6402196629024,18.33,63.465,23,5,4,113,16,1
2022-04-24 00:00:00,666.6634756402223,17.3675,62.05,0,6,4,114,16,1
2022-04-24 01:00:00,616.4894691390203,17.06,59.790000000000006,1,6,4,114,16,1
2022-04-24 02:00:00,574.3102392628211,17.13,64.5825,2,6,4,114,16,1
2022-04-24 03:00:00,539.7999602732036,17.622500000000002,65.1175,3,6,4,114,16,1
2022-04-24 04:00:00,517.6837412130373,18.325,59.565,4,6,4,114,16,1
2022-04-24 05:00:00,499.78267060353494,20.325,62.8075,5,6,4,114,16,1
2022-04-24 06:00:00,485.13634010485123,21.04,63.47,6,6,4,114,16,1
2022-04-24 07:00:00,483.8008705951744,23.48,57.67,7,6,4,114,16,1
2022-04-24 08:00:00,482.7082137236206,24.395,60.99249999999999,8,6,4,114,16,1
2022-04-24 09:00:00,507.6444346584844,25.84,56.035,9,6,4,114,16,1
2022-04-24 10:00:00,557.2031155500167,27.44,57.232499999999995,10,6,4,114,16,1
2022-04-24 11:00:00,611.8128785665742,27.125,61.105,11,6,4,114,16,1
2022-04-24 12:00:00,695.1270416006462,29.697499999999998,53.285,12,6,4,114,16,1
2022-04-24 13:00:00,763.2931749921595,29.0475,60.042500000000004,13,6,4,114,16,1
2022-04-24 14:00:00,808.2599099938598,29.3925,56.085,14,6,4,114,16,1
2022-04-24 15:00:00,832.8456990858853,28.2975,60.3125,15,6,4,114,16,1
2022-04-24 16:00:00,821.443387369133,27.1675,59.46,16,6,4,114,16,1
2022-04-24 17:00:00,809.5901447332934,26.4825,63.22,17,6,4,114,16,1
2022-04-24 18:00:00,799.8920371221519,25.305,60.2925,18,6,4,114,16,1
2022-04-24 19:00:00,805.6824595637219,24.6475,52.995,19,6,4,114,16,1
2022-04-24 20:00:00,816.1858110683353,22.6,58.81999999999999,20,6,4,114,16,1
2022-04-24 21:00:00,824.7794622993827,20.8575,64.6125,21,6,4,114,16,1
2022-04-24 22:00:00,778.3414002474376,19.942500000000003,59.365,22,6,4,114,16,1
2022-04-24 23:00:00,727.4926881345623,18.29,60.7625,23,6,4,114,16,1
2022-04-25 00:00:00,679.6164419596058,17.4125,64.77,0,0,4,115,17,0
2022-04-25 01:00:00,628.8260576314236,18.17,59.207499999999996,1,0,4,115,17,0
2022-04-25 02:00:00,585.4120536832232,17.58,61.254999999999995,2,0,4,115,17,0
2022-04-25 03:00:00,549.8915049983319,18.415,58.52,3,0,4,115,17,0
2022-04-25 04:00:00,520.8466113080899,17.8525,66.985,4,0,4,115,17,0
2022-04-25 05:00:00,503.2879554380432,19.3875,62.290000000000006,5,0,4,115,17,0
2022-04-25 06:00:00,493.4264202167007,21.485,58.885000000000005,6,0,4,115,17,0
2022-04-25 07:00:00,492.1331165409369,24.177500000000002,53.5175,7,0,4,115,17,0
2022-04-25 08:00:00,486.5823226244029,23.9175,63.625,8,0,4,115,17,0
2022-04-25 09:00:00,482.0407639654205,26.89,55.6425,9,0,4,115,17,0
2022-04-25 10:00:00,478.32494324443496,27.3925,60.504999999999995,10,0,4,115,17,0
2022-04-25 11:00:00,494.3964277173829,28.875,58.7575,11,0,4,115,17,0
2022-04-25 12:00:00,515.1432381331961,29.84,57.8625,12,0,4,115,17,0
2022-04-25 13:00:00,535.3988724286551,30.994999999999997,49.1475,13,0,4,115,17,0
2022-04-25 14:00:00,551.9716641249397,29.0775,61.3575,14,0,4,115,17,0
2022-04-25 15:00:00,546.0309114946194,28.985,59.9825,15,0,4,115,17,0
2022-04-25 16:00:00,541.1702957061756,27.302500000000002,55.620000000000005,16,0,4,115,17,0
2022-04-25 17:00:00,548.0150802865159,26.4775,61.2,17,0,4,115,17,0
2022-04-25 18:00:00,578.1214055840912,24.9725,61.775,18,0,4,115,17,0
2022-04-25 19:00:00,605.17192717556,23.447499999999998,62.435,19,0,4,115,17,0
2022-04-25 20:00:00,664.6273177643224,21.792499999999997,61.567499999999995,20,0,4,115,17,0
2022-04-25 21:00:00,713.2726373369461,20.8125,58.5075,21,0,4,115,17,0
2022-04-25 22:00:00,718.1316203776948,20.11,57.237500000000004,22,0,4,115,17,0
2022-04-25 23:00:00,691.2747270114376,18.3,63.935,23,0,4,115,17,0
2022-04-26 00:00:00,640.9889585799956,19.2275,55.442499999999995,0,1,4,116,17,0
2022-04-26 01:00:00,599.8460571360886,18.4125,61.3775,1,1,4,116,17,0
2022-04-26 02:00:00,564.3740012931634,17.5175,66.345,2,1,4,116,17,0
2022-04-26 03:00:00,530.9466520313872,19.125,57.28,3,1,4,116,17,0
2022-04-26 04:00:00,503.43810271369654,19.802500000000002,58.870000000000005,4,1,4,116,17,0
2022-04-26 05:00:00,480.93110781740415,19.645,62.99249999999999,5,1,4,116,17,0
2022-04-26 06:00:00,464.235815486967,20.4075,63.5175,6,1,4,116,17,0
2022-04-26 07:00:00,464.24536034734285,23.2375,62.4875,7,1,4,116,17,0
2022-04-26 08:00:00,464.2531697785594,24.795,60.03,8,1,4,116,17,0
2022-04-26 09:00:00,470.87334238378844,26.495,56.1425,9,1,4,116,17,0
2022-04-26 10:00:00,481.23901531661454,27.9,56.1225,10,1,4,116,17,0
2022-04-26 11:00:00,491.03607745257796,28.777500000000003,57.325,11,1,4,116,17,0
2022-04-26 12:00:00,499.05185556382077,29.71,53.652499999999996,12,1,4,116,17,0
2022-04-26 13:00:00,506.2825348033118,29.555,55.35,13,1,4,116,17,0
2022-04-26 14:00:00,532.6639654414344,29.6075,58.925,14,1,4,116,17,0
2022-04-26 15:00:00,564.5380254099841,29.7775,52.64,15,1,4,116,17,0
2022-04-26 16:00:00,580.3275486650754,28.4175,52.792500000000004,16,1,4,116,17,0
2022-04-26 17:00:00,599.4731329776331,27.5675,54.3575,17,1,4,116,17,0
2022-04-26 18:00:00,615.1377019606349,24.93,60.7875,18,1,4,116,17,0
2022-04-26 19:00:00,650.0572303033343,22.735,66.9625,19,1,4,116,17,0
2022-04-26 20:00:00,685.2185709317991,23.29,55.1575,20,1,4,116,17,0
2022-04-26 21:00:00,713.9869405369067,20.4825,66.0875,21,1,4,116,17,0
2022-04-26 22:00:00,709.0569429324624,19.37,58.4025,22,1,4,116,17,0
2022-04-26 23:00:00,652.2436363770443,19.03,61.775000000000006,23,1,4,116,17,0
2022-04-27 00:00:00,605.7600219226111,18.825,60.725,0,2,4,117,17,0
2022-04-27 01:00:00,567.7279737326204,17.48,61.5675,1,2,4,117,17,0
2022-04-27 02:00:00,532.4544395068242,16.845000000000002,66.845,2,2,4,117,17,0
2022-04-27 03:00:00,503.5942751402637,18.384999999999998,64.15,3,2,4,117,17,0
2022-04-27 04:00:00,478.27424701450826,18.837500000000002,60.4675,4,2,4,117,17,0
2022-04-27 05:00:00,461.4615897785243,20.7325,59.065,5,2,4,117,17,0
2022-04-27 06:00:00,461.9312631807727,21.975,58.647499999999994,6,2,4,117,17,0
2022-04-27 07:00:00,465.21885630526634,23.3175,61.154999999999994,7,2,4,117,17,0
2022-04-27 08:00:00,469.7250213141966,24.935,59.30499999999999,8,2,4,117,17,0
2022-04-27 09:00:00,479.45665380252444,26.225,59.435,9,2,4,117,17,0
2022-04-27 10:00:00,487.41889856570174,27.5875,53.35,10,2,4,117,17,0
2022-04-27 11:00:00,490.6725014200924,28.525000000000002,57.025,11,2,4,117,17,0
2022-04-27 12:00:00,493.33454011913926,29.3375,57.005,12,2,4,117,17,0
2022-04-27 13:00:00,497.9849027520439,30.005,56.667500000000004,13,2,4,117,17,0
2022-04-27 14:00:00,501.78974490623864,30.7975,50.542500000000004,14,2,4,117,17,0
2022-04-27 15:00:00,504.9027975778524,28.427500000000002,58.535,15,2,4,117,17,0
2022-04-27 16:00:00,523.7771902449084,28.1325,54.379999999999995,16,2,4,117,17,0
2022-04-27 17:00:00,545.9958977028379,26.0025,61.245000000000005,17,2,4,117,17,0
2022-04-27 18:00:00,564.1748401684165,25.32,62.8625,18,2,4,117,17,0
2022-04-27 19:00:00,607.8417917644695,24.44,60.5675,19,2,4,117,17,0
2022-04-27 20:00:00,652.1658473605326,21.83,63.955,20,2,4,117,17,0
2022-04-27 21:00:00,688.4309837573114,21.145,64.2825,21,2,4,117,17,0
2022-04-27 22:00:00,686.0965814922014,19.740000000000002,61.67,22,2,4,117,17,0
2022-04-27 23:00:00,650.7311985469332,19.2,59.824999999999996,23,2,4,117,17,0
2022-04-28 00:00:00,612.0495139826062,19.1325,60.7925,0,3,4,118,17,0
2022-04-28 01:00:00,572.0479898797635,17.745,60.53,1,3,4,118,17,0
2022-04-28 02:00:00,539.3194701592558,18.225,62.2025,2,3,4,118,17,0
2022-04-28 03:00:00,512.0278835888648,18.26,64.42,3,3,4,118,17,0
2022-04-28 04:00:00,489.6984036676359,19.815,59.525,4,3,4,118,17,0
2022-04-28 05:00:00,486.3750863544802,19.9925,61.6575,5,3,4,118,17,0
2022-04-28 06:00:00,486.7049012072988,22.045,60.8075,6,3,4,118,17,0
2022-04-28 07:00:00,493.49153608435915,23.69,59.545,7,3,4,118,17,0
2022-04-28 08:00:00,492.5274509862907,25.5375,57.8,8,3,4,118,17,0
2022-04-28 09:00:00,498.2554404489889,26.2425,60.23,9,3,4,118,17,0
2022-04-28 10:00:00,503.8915063793769,28.195,57.235,10,3,4,118,17,0
2022-04-28 11:00:00,509.7534892026619,29.369999999999997,54.42,11,3,4,118,17,0
2022-04-28 12:00:00,513.2990008142002,28.855,58.192499999999995,12,3,4,118,17,0
2022-04-28 13:00:00,527.0113750200628,29.735,54.6425,13,3,4,118,17,0
2022-04-28 14:00:00,523.3544920621644,30.335,52.58,14,3,4,118,17,0
2022-04-28 15:00:00,535.2385951320334,29.88,52.7575,15,3,4,118,17,0
2022-04-28 16:00:00,574.0505370054864,29.017500000000002,53.5825,16,3,4,118,17,0
2022-04-28 17:00:00,605.8057621746751,27.985,55.415,17,3,4,118,17,0
2022-04-28 18:00:00,631.787310040375,25.72,59.5525,18,3,4,118,17,0
2022-04-28 19:00:00,665.0851840965006,23.7425,63.0125,19,3,4,118,17,0
2022-04-28 20:00:00,713.1213641944993,22.55,61.2375,20,3,4,118,17,0
2022-04-28 21:00:00,752.4236933655891,20.915,63.225,21,3,4,118,17,0
2022-04-28 22:00:00,716.4295748399006,20.205,61.3575,22,3,4,118,17,0
2022-04-28 23:00:00,660.4813912002816,18.655,66.275,23,3,4,118,17,0
2022-04-29 00:00:00,609.3760473456849,18.785,60.525000000000006,0,4,4,119,17,0
2022-04-29 01:00:00,563.0312979211554,17.89,62.66250000000001,1,4,4,119,17,0
2022-04-29 02:00:00,525.1128665738131,17.425,66.8625,2,4,4,119,17,0
2022-04-29 03:00:00,493.03106287898873,18.5225,63.290000000000006,3,4,4,119,17,0
2022-04-29 04:00:00,477.4080333325618,19.535,62.05,4,4,4,119,17,0
2022-04-29 05:00:00,465.3627131510625,19.987499999999997,64.8325,5,4,4,119,17,0
2022-04-29 06:00:00,471.07391231108534,21.9775,59.3075,6,4,4,119,17,0
2022-04-29 07:00:00,475.74671162383123,23.57,60.57,7,4,4,119,17,0
2022-04-29 08:00:00,475.74997731067606,26.0725,53.925,8,4,4,119,17,0
2022-04-29 09:00:00,475.7526492362764,26.5375,56.6275,9,4,4,119,17,0
2022-04-29 10:00:00,494.8319108427893,27.775,56.7175,10,4,4,119,17,0
2022-04-29 11:00:00,510.4422157935725,29.417499999999997,57.835,11,4,4,119,17,0
2022-04-29 12:00:00,523.2142834805769,29.8425,56.66,12,4,4,119,17,0
2022-04-29 13:00:00,526.3897624839764,29.4825,55.985,13,4,4,119,17,0
2022-04-29 14:00:00,537.9477904890018,29.195,60.8925,14,4,4,119,17,0
2022-04-29 15:00:00,557.872005196146,29.634999999999998,57.425,15,4,4,119,17,0
2022-04-29 16:00:00,574.1736354110822,27.825,65.6575,16,4,4,119,17,0
2022-04-29 17:00:00,594.2027821023988,26.939999999999998,59.635,17,4,4,119,17,0
2022-04-29 18:00:00,614.8536473174851,26.0575,60.515,18,4,4,119,17,0
2022-04-29 19:00:00,656.14100882347,25.18,56.7575,19,4,4,119,17,0
2022-04-29 20:00:00,690.6540772671161,23.85,55.1525,20,4,4,119,17,0
2022-04-29 21:00:00,718.1595424186226,20.5675,62.3925,21,4,4,119,17,0
2022-04-29 22:00:00,683.1808738964716,19.6125,66.0775,22,4,4,119,17,0
2022-04-29 23:00:00,649.9190379338429,19.557499999999997,63.0175,23,4,4,119,17,0
2022-04-30 00:00:00,603.7783831156461,17.78,65.2075,0,5,4,120,17,1
2022-04-30 01:00:00,557.9665597493324,18.8325,57.22,1,5,4,120,17,1
2022-04-30 02:00:00,524.0227091064058,18.095,65.215,2,5,4,120,17,1
2022-04-30 03:00:00,496.2504676712841,18.16,62.87,3,5,4,120,17,1
2022-04-30 04:00:00,479.9707580252109,19.5825,61.2625,4,5,4,120,17,1
2022-04-30 05:00:00,477.4346652346152,20.3375,61.2575,5,5,4,120,17,1
2022-04-30 06:00:00,480.0094676874876,22.447499999999998,56.81,6,5,4,120,17,1
2022-04-30 07:00:00,483.83671818795614,23.6925,58.06,7,5,4,120,17,1
2022-04-30 08:00:00,498.7314229556574,25.1475,60.635,8,5,4,120,17,1
2022-04-30 09:00:00,529.0253941527303,26.8075,58.22,9,5,4,120,17,1
2022-04-30 10:00:00,573.2842228533019,27.69,57.1375,10,5,4,120,17,1
2022-04-30 11:00:00,638.4629678133396,29.1575,59.6575,11,5,4,120,17,1
2022-04-30 12:00:00,706.5710548462791,29.1425,60.81,12,5,4,120,17,1
2022-04-30 13:00:00,765.5930068827398,29.767500000000002,58.255,13,5,4,120,17,1
2022-04-30 14:00:00,823.0562601600548,29.814999999999998,56.5775,14,5,4,120,17,1
2022-04-30 15:00:00,860.8990839576472,29.755000000000003,57.129999999999995,15,5,4,120,17,1
2022-04-30 16:00:00,860.1699239608189,28.5375,59.045,16,5,4,120,17,1
2022-04-30 17:00:00,837.4901045398273,27.13,59.28,17,5,4,120,17,1
2022-04-30 18:00:00,818.933888649925,24.655,64.47,18,5,4,120,17,1
2022-04-30 19:00:00,824.2236933086109,24.85,56.16,19,5,4,120,17,1
2022-04-30 20:00:00,844.045993142232,24.11,57.775,20,5,4,120,17,1
2022-04-30 21:00:00,860.2642384606493,22.04,59.8,21,5,4,120,17,1
2022-04-30 22:00:00,812.5854291233763,20.692500000000003,61.035,22,5,4,120,17,1
2022-04-30 23:00:00,757.0567407083182,19.072499999999998,62.3675,23,5,4,120,17,1
2022-05-01 00:00:00,681.373920899081,17.5375,63.1375,0,6,5,121,17,1
2022-05-01 01:00:00,619.4516137824323,16.747500000000002,59.0025,1,6,5,121,17,1
2022-05-01 02:00:00,571.4956367486204,16.765,60.6375,2,6,5,121,17,1
2022-05-01 03:00:00,532.2589282664107,16.84,64.16,3,6,5,121,17,1
2022-05-01 04:00:00,506.3491966117405,17.455000000000002,61.2175,4,6,5,121,17,1
2022-05-01 05:00:00,486.0815817360956,18.57,61.760000000000005,5,6,5,121,17,1
2022-05-01 06:00:00,479.6031852745415,21.17,59.2425,6,6,5,121,17,1
2022-05-01 07:00:00,474.3026790787245,22.05,59.095,7,6,5,121,17,1
2022-05-01 08:00:00,469.965901282147,24.2775,59.555,8,6,5,121,17,1
2022-05-01 09:00:00,512.2578023318283,26.66,58.9975,9,6,5,121,17,1
2022-05-01 10:00:00,581.7574570184817,28.37,61.5325,10,6,5,121,17,1
2022-05-01 11:00:00,663.3572018656904,29.7975,53.802499999999995,11,6,5,121,17,1
2022-05-01 12:00:00,747.7292469345848,31.7125,52.1875,12,6,5,121,17,1
2022-05-01 13:00:00,822.0316073721747,31.7575,56.1675,13,6,5,121,17,1
2022-05-01 14:00:00,877.5537605307992,32.57,53.925000000000004,14,6,5,121,17,1
2022-05-01 15:00:00,903.9538040706539,31.685,58.3225,15,6,5,121,17,1
2022-05-01 16:00:00,921.930784821269,31.3525,55.7825,16,6,5,121,17,1
2022-05-01 17:00:00,936.6392236172268,29.2475,59.5325,17,6,5,121,17,1
2022-05-01 18:00:00,950.156943656893,28.0875,60.8725,18,6,5,121,17,1
2022-05-01 19:00:00,961.2168964166199,25.3925,62.7875,19,6,5,121,17,1
2022-05-01 20:00:00,950.608096959317,24.43,57.4075,20,6,5,121,17,1
2022-05-01 21:00:00,921.0172596810493,21.7425,60.5175,21,6,5,121,17,1
2022-05-01 22:00:00,877.5710603188999,20.035,56.6425,22,6,5,121,17,1
2022-05-01 23:00:00,808.6146097720327,18.105,63.935,23,6,5,121,17,1
2022-05-02 00:00:00,736.3350197750415,17.027500000000003,65.64500000000001,0,0,5,122,18,0
2022-05-02 01:00:00,677.1971734138668,17.2475,59.977500000000006,1,0,5,122,18,0
2022-05-02 02:00:00,623.435869594419,16.4875,60.585,2,0,5,122,18,0
2022-05-02 03:00:00,569.6899522855131,16.165,69.725,3,0,5,122,18,0
2022-05-02 04:00:00,529.4094514200899,17.8975,59.6625,4,0,5,122,18,0
2022-05-02 05:00:00,496.45267798474373,19.075,58.3425,5,0,5,122,18,0
2022-05-02 06:00:00,477.9769638056994,21.5225,58.06,6,0,5,122,18,0
2022-05-02 07:00:00,466.00674311375406,23.155,58.05,7,0,5,122,18,0
2022-05-02 08:00:00,459.59276502415446,24.965,58.41,8,0,5,122,18,0
2022-05-02 09:00:00,464.8021565434041,26.9175,58.7475,9,0,5,122,18,0
2022-05-02 10:00:00,476.522055675621,28.705,56.935,10,0,5,122,18,0
2022-05-02 11:00:00,495.010057810552,31.045,56.365,11,0,5,122,18,0
2022-05-02 12:00:00,518.0546515770791,32.0075,54.665,12,0,5,122,18,0
2022-05-02 13:00:00,536.9093192042376,32.4125,53.629999999999995,13,0,5,122,18,0
2022-05-02 14:00:00,549.8293349259974,32.43,53.322500000000005,14,0,5,122,18,0
2022-05-02 15:00:00,560.4002568801645,32.3825,53.58,15,0,5,122,18,0
2022-05-02 16:00:00,580.6283714284207,31.615000000000002,53.5875,16,0,5,122,18,0
2022-05-02 17:00:00,600.3351771435148,28.68,65.245,17,0,5,122,18,0
2022-05-02 18:00:00,632.2089631175006,28.255,54.04,18,0,5,122,18,0
2022-05-02 19:00:00,681.1407807354924,25.785,58.0925,19,0,5,122,18,0
2022-05-02 20:00:00,721.175904241122,24.682499999999997,56.395,20,0,5,122,18,0
2022-05-02 21:00:00,753.9319143820917,22.4625,57.802499999999995,21,0,5,122,18,0
2022-05-02 22:00:00,750.1993245717073,20.555,63.3,22,0,5,122,18,0
2022-05-02 23:00:00,710.5382024551377,18.5825,65.39750000000001,23,0,5,122,18,0
2022-05-03 00:00:00,669.273322626638,18.15,62.19,0,1,5,123,18,0
2022-05-03 01:00:00,612.4132301556841,16.4225,64.845,1,1,5,123,18,0
2022-05-03 02:00:00,565.8913363158129,17.2025,61.222500000000004,2,1,5,123,18,0
2022-05-03 03:00:00,539.7943955158356,17.185000000000002,58.790000000000006,3,1,5,123,18,0
2022-05-03 04:00:00,518.442353043127,18.53,59.855000000000004,4,1,5,123,18,0
2022-05-03 05:00:00,498.0826742365716,19.0475,63.4225,5,1,5,123,18,0
2022-05-03 06:00:00,481.4247552130264,20.89,61.467499999999994,6,1,5,123,18,0
2022-05-03 07:00:00,467.79554873921666,22.3,64.4025,7,1,5,123,18,0
2022-05-03 08:00:00,480.33668438773304,25.075,59.9525,8,1,5,123,18,0
